U I1 I2 I3 I4 I5 I6 I7 I8 I9 I10 I11 I12 I13 I14 I15 I16 I17 I18 I19 I20 I21 I22 I23 I24 I25 I26 I27
3.2 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.45e-30 1.03e-27 3.80e-25 6.42e-23 1.34e-20 8.49e-18 1.73e-14 2.87e-11 5.59e-09 5.74e-07 1.36e-05 1.88e-04 6.72e-04 7.28e-03 7.90e-02 3.85e-01 3.87e-01 1.41e-01
3.3 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.98e-32 3.54e-29 1.65e-26 3.51e-24 9.21e-22 7.35e-19 1.88e-15 3.94e-12 9.65e-10 1.25e-07 3.71e-06 6.47e-05 2.91e-04 3.96e-03 5.41e-02 3.31e-01 4.18e-01 1.92e-01
3.4 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.17e-30 6.88e-28 1.84e-25 6.09e-23 6.11e-20 1.97e-16 5.19e-13 1.60e-10 2.61e-08 9.77e-07 2.14e-05 1.21e-04 2.08e-03 3.57e-02 2.74e-01 4.36e-01 2.52e-01
3.5 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.75e-32 2.77e-29 9.32e-27 3.88e-24 4.90e-21 1.99e-17 6.60e-14 2.56e-11 5.25e-09 2.48e-07 6.84e-06 4.88e-05 1.05e-03 2.27e-02 2.19e-01 4.39e-01 3.19e-01
3.6 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.07e-30 4.56e-28 2.39e-25 3.80e-22 1.94e-18 8.10e-15 3.96e-12 1.02e-09 6.07e-08 2.11e-06 1.89e-05 5.12e-04 1.39e-02 1.69e-01 4.26e-01 3.90e-01
3.7 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.04e-32 2.16e-29 1.42e-26 2.85e-23 1.83e-19 9.64e-16 5.93e-13 1.93e-10 1.44e-08 6.30e-07 7.12e-06 2.42e-04 8.30e-03 1.27e-01 4.02e-01 4.63e-01
3.8 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.48e-33 9.94e-31 8.25e-28 2.08e-24 1.68e-20 1.11e-16 8.64e-14 3.53e-11 3.32e-09 1.83e-07 2.60e-06 1.12e-04 4.81e-03 9.23e-02 3.69e-01 5.34e-01
3.9 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.47e-32 4.67e-29 1.48e-25 1.51e-21 1.26e-17 1.23e-14 6.31e-12 7.48e-10 5.19e-08 9.29e-07 5.01e-05 2.72e-03 6.56e-02 3.30e-01 6.02e-01
4.0 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.96e-33 2.58e-30 1.03e-26 1.32e-22 1.39e-18 1.71e-15 1.10e-12 1.65e-10 1.44e-08 3.24e-07 2.20e-05 1.50e-03 4.57e-02 2.89e-01 6.64e-01
4.1 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.40e-31 7.06e-28 1.14e-23 1.51e-19 2.33e-16 1.90e-13 3.57e-11 3.92e-09 1.11e-07 9.50e-06 8.17e-04 3.12e-02 2.49e-01 7.19e-01
4.2 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 7.52e-33 4.76e-29 9.67e-25 1.61e-20 3.13e-17 3.21e-14 7.60e-12 1.05e-09 3.76e-08 4.04e-06 4.37e-04 2.10e-02 2.11e-01 7.68e-01
4.3 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.17e-30 8.10e-26 1.70e-21 4.16e-18 5.37e-15 1.60e-12 2.79e-10 1.25e-08 1.70e-06 2.31e-04 1.40e-02 1.77e-01 8.09e-01
4.4 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.09e-31 6.72e-27 1.77e-22 5.47e-19 8.89e-16 3.33e-13 7.31e-11 4.14e-09 7.05e-07 1.21e-04 9.20e-03 1.46e-01 8.44e-01
4.5 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.36e-32 5.52e-28 1.83e-23 7.12e-20 1.46e-16 6.88e-14 1.90e-11 1.35e-09 2.90e-07 6.27e-05 6.01e-03 1.20e-01 8.74e-01
4.6 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.51e-29 1.89e-24 9.22e-21 2.38e-17 1.41e-14 4.91e-12 4.40e-10 1.19e-07 3.23e-05 3.90e-03 9.82e-02 8.98e-01
4.7 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.66e-30 1.93e-25 1.19e-21 3.85e-18 2.88e-15 1.26e-12 1.42e-10 4.84e-08 1.65e-05 2.51e-03 7.97e-02 9.18e-01
4.8 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.96e-31 1.96e-26 1.52e-22 6.21e-19 5.85e-16 3.22e-13 4.58e-11 1.96e-08 8.44e-06 1.61e-03 6.44e-02 9.34e-01
4.9 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.39e-32 1.99e-27 1.94e-23 9.99e-20 1.18e-16 8.21e-14 1.47e-11 7.91e-09 4.29e-06 1.03e-03 5.19e-02 9.47e-01
5.0 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.92e-33 2.01e-28 2.47e-24 1.60e-20 2.39e-17 2.09e-14 4.70e-12 3.19e-09 2.17e-06 6.59e-04 4.17e-02 9.58e-01
