-2.0 5.00000e-02	1.0000e+04	1.7084e-09	1.6571e-10	He 2	0.4384688 	H  1	0.2302864 	O  4	0.0935421 	 UTA	0.0548371 	O  5	0.0363104 	O  3	0.0153046 	Ne 5	0.0117473 	Ne 4	0.0116031 	C  3	0.0115852  
-1.9 5.00000e-02	1.0000e+04	1.7983e-09	1.6430e-10	He 2	0.4233935 	H  1	0.2191605 	O  4	0.0942278 	 UTA	0.0622854 	O  5	0.0459543 	Ne 5	0.0143916 	O  3	0.0122641 	Ne 4	0.0113107 	Fe 7	0.0111763  
-1.8 5.00000e-02	1.0000e+04	1.8917e-09	1.6267e-10	He 2	0.4078140 	H  1	0.2086361 	O  4	0.0909013 	 UTA	0.0702247 	O  5	0.0557168 	Ne 5	0.0171048 	Fe 7	0.0137228 	O  6	0.0132326 	Ne 4	0.0106935  
-1.7 5.00000e-02	1.0000e+04	1.9886e-09	1.6084e-10	He 2	0.3920970 	H  1	0.1987133 	O  4	0.0837008 	 UTA	0.0785122 	O  5	0.0644966 	Ne 5	0.0197236 	O  6	0.0190149 	Fe 7	0.0163656 	C  5	0.0104037  
-1.6 5.00000e-02	1.0000e+04	2.0893e-09	1.5889e-10	He 2	0.3764247 	H  1	0.1893336 	 UTA	0.0869330 	O  4	0.0733973 	O  5	0.0711177 	O  6	0.0260975 	Ne 5	0.0220573 	Fe 7	0.0189717 	C  5	0.0126665  
-1.5 5.00000e-02	1.0000e+04	2.1950e-09	1.5693e-10	He 2	0.3607790 	H  1	0.1803692 	 UTA	0.0952099 	O  5	0.0746239 	O  4	0.0612358 	O  6	0.0341599 	Ne 5	0.0238973 	Fe 7	0.0213854 	Ne 6	0.0159525  
-1.4 5.00000e-02	1.0000e+04	2.3083e-09	1.5511e-10	He 2	0.3449889 	H  1	0.1716431 	 UTA	0.1030378 	O  5	0.0745377 	O  4	0.0486249 	O  6	0.0426389 	Ne 5	0.0250324 	Fe 7	0.0234396 	Ne 6	0.0210101  
-1.3 5.00000e-02	1.0000e+04	2.4325e-09	1.5358e-10	He 2	0.3288297 	H  1	0.1629738 	 UTA	0.1101355 	O  5	0.0709763 	O  6	0.0508114 	O  4	0.0368039 	Ne 6	0.0266783 	Ne 5	0.0252748 	Fe 8	0.0252279  
-1.2 5.00000e-02	1.0000e+04	2.5718e-09	1.5248e-10	He 2	0.3121375 	H  1	0.1542268 	 UTA	0.1163010 	O  5	0.0645848 	O  6	0.0579295 	Fe 8	0.0327697 	Ne 6	0.0325236 	O  4	0.0266170 	Fe 7	0.0258514  
-1.1 5.00000e-02	1.0000e+04	2.7300e-09	1.5195e-10	He 2	0.2948931 	H  1	0.1453516 	 UTA	0.1214462 	O  6	0.0633640 	O  5	0.0563310 	Fe 8	0.0413752 	Ne 6	0.0378654 	O  7	0.0282088 	Fe 7	0.0259960  
-1.0 5.00000e-02	1.0000e+04	2.9105e-09	1.5207e-10	He 2	0.2772436 	H  1	0.1363889 	 UTA	0.1255960 	O  6	0.0667099 	Fe 8	0.0507666 	O  5	0.0472553 	Ne 6	0.0418334 	O  7	0.0370627 	C  5	0.0257323  
-0.9 5.00000e-02	1.0000e+04	3.1157e-09	1.5291e-10	He 2	0.2594544 	 UTA	0.1288547 	H  1	0.1274436 	O  6	0.0678241 	Fe 8	0.0605182 	O  7	0.0471045 	Ne 6	0.0435482 	O  5	0.0382599 	C  5	0.0264705  
-0.8 5.00000e-02	1.0000e+04	3.3479e-09	1.5453e-10	He 2	0.2418139 	 UTA	0.1313622 	H  1	0.1186371 	Fe 8	0.0700488 	O  6	0.0667916 	O  7	0.0580660 	Ne 6	0.0424193 	O  5	0.0299901 	C  5	0.0264797  
